lote_id,lat,lon,score,categoria,bt_min_c,frac_area_lt215k,btd_wv_ir_max,enfriamiento_k_10min,duracion_lt225k_min,pico_local,paralaje_km,n_escenas
punto,-34.6926,-61.601957,64.1,Alto,-64.9,0.07,-0.36,-50.87,50.0,2026-07-31T21:00:21.400000-03:00,12.1,18
